Description,Origin School,Destination School,Course #,Title,Enrollments
2021 Spring,GSD,HGSE,EDUT210M 01,Writing Workshop,2
2021 Spring,GSD,HGSE,EDUT581 01,Digital Prototyping for Deeper Learning,1
2021 Spring,GSD,HKS,BGP  100,The Business-Government Relationship in the United States,1
2021 Spring,GSD,HKS,DEV  102M,Economic Development: Using Analytical Frameworks for Smart Policy Design,1
2021 Spring,GSD,HKS,DEV  209 -1,"Management, Finance, and Regulation of Public Infrastructure in Developing Countries",1
2021 Spring,GSD,HKS,DEV  209 -2,"Management, Finance, and Regulation of Public Infrastructure in Developing Countries",6
2021 Spring,GSD,HKS,DEV  308 B,Social Institutions and Economic Development,1
2021 Spring,GSD,HKS,DEV  315M,Understanding Gender in International Development,1
2021 Spring,GSD,HKS,DEV  501M,Native Americans in the 21st Century: Nation Building I,3
2021 Spring,GSD,HKS,DPI  127 A,Who Governs? Power in America,1
2021 Spring,GSD,HKS,DPI  351M,"Lobbying: Theory, Practice, and Simulations",1
2021 Spring,GSD,HKS,DPI  678M B,Product Management and Society: Building Technology in the Public Interest,2
2021 Spring,GSD,HKS,DPI  851M,Data and Information Visualization,1
2021 Spring,GSD,HKS,DPI  896M,Crisis Communications,1
2021 Spring,GSD,HKS,IGA  390,21st Century Global Feminisms,1
2021 Spring,GSD,HKS,IGA  565,Analytical Methods for Complex Adaptive Systems,1
2021 Spring,GSD,HKS,MLD  201 C,Exercising Leadership: The Politics of Change,6
2021 Spring,GSD,HKS,MLD  202 B,"Leadership from the Inside Out: The Capacity to Lead and Stay Alive–Self, Identity, and Freedom",2
2021 Spring,GSD,HKS,MLD  280M,Advanced Workshop in Multiparty Negotiation and Conflict Resolution,1
2021 Spring,GSD,HKS,MLD  301,Leadership Decision Making,1
2021 Spring,GSD,HKS,MLD  342,Persuasion: The Science and Art of Effective Influence,1
2021 Spring,GSD,HKS,MLD  349M -1,Bad Leadership:  Diagnosis to Prognosis,1
2021 Spring,GSD,HKS,MLD  349M -2,Bad Leadership:  Diagnosis to Prognosis,1
2021 Spring,GSD,HKS,MLD  381,Mitigating and Managing a Crisis,1
2021 Spring,GSD,HKS,MLD  412,"Greater Boston Applied Field Lab: Advanced Budgeting, Financial Management and Operations",4
2021 Spring,GSD,HKS,MLD  420M,Federal Budget Policy,1
2021 Spring,GSD,HKS,MLD  427,Strategic Finance for Nonprofit Leaders,1
2021 Spring,GSD,HKS,MLD  605M -2,"Systems Thinking and Supply Chain Management: Climate, Poverty and Human Rights",1
2021 Spring,GSD,HKS,MLD  620M,The Data Smart City: Driving Innovation with Technology,2
2021 Spring,GSD,HKS,SUP  135,Using Big Data to Solve Economic and Social Problems,1
2021 Spring,GSD,HKS,SUP  322,Economic Policy and the Future of Work,1
2021 Spring,GSD,HKS,SUP  680,Urban Economic Policy,2
2021 Spring,GSD,HKS,SUP  715,"Morals, Money and Movements: Criminal Justice Reform as a Case Study",1
2021 Spring,GSD,HLS,HLS 2090 1SP0,Business Valuation and Financial Statement Analysis,2
2021 Spring,GSD,HLS,HLS 2133 1SP0,Introduction to Accounting 3-Week Section,1
2021 Spring,GSD,HLS,HLS 2194 1SP0,Dispute Systems Design Clinical Seminar,1
2021 Spring,GSD,HLS,HLS 2195 1SP0,Negotiation Workshop,6
2021 Spring,GSD,HLS,HLS 2195 1WS0,Negotiation Workshop,5
2021 Spring,GSD,HLS,HLS 2359 1SP0,Food Law and Policy,1
2021 Spring,GSD,HLS,HLS 2813 1SP0,City Use of Technology,1
2021 Spring,GSD,HLS,HLS 2896 1SP0,"Legal Architecture of Globalization: Money, Debt, and Development",1
2021 Spring,GSD,HLS,HLS 2936 1SP0,Fashion Law Lab,1
2021 Spring,GSD,HLS,HLS 3069 1SP0,Feminist Utopias,1
2021 Spring,GSD,HLS,HLS 8019 1SP0,Harvard Dispute Systems Design Clinic,1
2021 Spring,GSD,HMS,BMI  741 1,Clinical Informatics II: Health Information and Technology: From Ideation to Implementation,1
2021 Spring,GSD,HSPH,BST  272 1,Computing Environments for Biology,1
2021 Spring,GSD,HSPH,EH  252 1,Healthy Buildings,4
2021 Spring,GSD,HSPH,EH  263 1,Analytical Methods and Exposure Assessment,2
2021 Spring,GSD,HSPH,HPM  523 1,"Homelessness and Health: Lessons from Health Care, Public Health, and Research",1
2021 Spring,GSD,HSPH,ID  539 1,"Built Environment, Human Transportation, Public Health, and Climate Change",1
2021 Spring,GSD,HSPH,SBS  535 1,"Global Perspectives on Racism, Poverty, and Power",1
2021 Spring,GSD,MIT,MIT 1.472 1,Innovative Project Delivery in the Public and Private Sectors,1
2021 Spring,GSD,MIT,MIT 11.137 1,Financing Economic Development and Housing,1
2021 Spring,GSD,MIT,MIT 11.206 1,Poverty and Economic Security,2
2021 Spring,GSD,MIT,MIT 11.237 1,Participatory Action Research (PAR) 2,1
2021 Spring,GSD,MIT,MIT 11.246 1,DesignX Accelerator,2
2021 Spring,GSD,MIT,MIT 11.257 1,"China's Growth: Political Economy, Business, and Urbanization",2
2021 Spring,GSD,MIT,MIT 11.309 1,Sensing Place: Photography as Inquiry,2
2021 Spring,GSD,MIT,MIT 11.344 1,Innovative Project Delivery in the Public and Private Sectors,1
2021 Spring,GSD,MIT,MIT 11.353 1,Securitization of Mortgages and Other Assets,1
2021 Spring,GSD,MIT,MIT 11.356 1,Healthy Cities: Assessing Health Impacts of Policies and Plans,1
2021 Spring,GSD,MIT,MIT 11.382 1,"Water Diplomacy: The Science, Policy, and Politics of Managing Shared Resources",2
2021 Spring,GSD,MIT,MIT 11.409 1,The Institutions of Modern Capitalism: States and Markets,1
2021 Spring,GSD,MIT,MIT 11.432 1,Real Estate Capital Markets,9
2021 Spring,GSD,MIT,MIT 11.434 1,Tools for Analysis:  Design for Real Estate and Infrastructure Development,3
2021 Spring,GSD,MIT,MIT 11.458 1,Crowd Sourced City: Civic Tech Prototyping,1
2021 Spring,GSD,MIT,MIT 11.475 1,Navigating Power in Water and Sanitation Planning,1
2021 Spring,GSD,MIT,MIT 11.523 1,Fundamentals of Spatial Database Management,1
2021 Spring,GSD,MIT,MIT 11.526 1,Comparative Land Use and Transportation Planning,1
2021 Spring,GSD,MIT,MIT 11.651 1,USA Lab: Bridging the American Divides,2
2021 Spring,GSD,MIT,MIT 11.S938 1,Special Subject: Urban Studies and Planning,1
2021 Spring,GSD,MIT,MIT 11.S941 1,Special Subject: Urban Studies and Planning,4
2021 Spring,GSD,MIT,MIT 11.S944 1,Special Subject: Urban Studies and Planning,1
2021 Spring,GSD,MIT,MIT 11.S947 1,Special Subject: Urban Studies and Planning,1
2021 Spring,GSD,MIT,MIT 11.S949 1,Special Subject: Urban Studies and Planning,1
2021 Spring,GSD,MIT,MIT 11.S954 1,Special Seminar: Urban Studies and Planning,2
2021 Spring,GSD,MIT,MIT 11.S958 1,Special Seminar: Urban Studies and Planning,1
2021 Spring,GSD,MIT,MIT 11.S966 1,Special Subject: Real Estate,1
2021 Spring,GSD,MIT,MIT 15.321 1,Improvisational Leadership: In-the-Moment Leadership Skills,1
2021 Spring,GSD,MIT,MIT 15.356 1,Lead User Innovation Methods,1
2021 Spring,GSD,MIT,MIT 15.390 L02,Entrepreneurship 101: Systematic Approach to New Venture Creation,2
2021 Spring,GSD,MIT,MIT 15.390 L04,Entrepreneurship 101: Systematic Approach to New Venture Creation,1
2021 Spring,GSD,MIT,MIT 15.401 L01,Managerial Finance,1
2021 Spring,GSD,MIT,MIT 15.401 L02,Managerial Finance,2
2021 Spring,GSD,MIT,MIT 15.401 L03,Managerial Finance,1
2021 Spring,GSD,MIT,MIT 15.427 1,Real Estate Capital Markets,2
2021 Spring,GSD,MIT,MIT 15.428 1,Tools for Analysis:  Design for Real Estate and Infrastructure Development,2
2021 Spring,GSD,MIT,MIT 15.439 1,Quantitative Investment Management,2
2021 Spring,GSD,MIT,MIT 15.499 L02,Practice of Finance: Climate and Social Impact Investing,1
2021 Spring,GSD,MIT,MIT 15.665 L06,Power and Negotiation,1
2021 Spring,GSD,MIT,MIT 15.8141 1,Marketing Innovation,2
2021 Spring,GSD,MIT,MIT 15.815 L02,Applied Behavioral Economics,1
2021 Spring,GSD,MIT,MIT 15.871 L02,Introduction to System Dynamics,1
2021 Spring,GSD,MIT,MIT 15.873 L02,System Dynamics for Business and Policy,1
2021 Spring,GSD,MIT,MIT 15.873 L04,System Dynamics for Business and Policy,1
2021 Spring,GSD,MIT,MIT 15.900 L02,Competitive Strategy,1
2021 Spring,GSD,MIT,MIT 2.739 1,Product Design and Development,1
2021 Spring,GSD,MIT,MIT 2.871 1,D-Lab: Supply Chains,1
2021 Spring,GSD,MIT,MIT 21G.232 1,Advanced Speaking and Critical Listening Skills (ELS),1
2021 Spring,GSD,MIT,MIT 21M.295 1,American Popular Music,1
2021 Spring,GSD,MIT,MIT 21M.715 1,Topics in Theater Arts,1
2021 Spring,GSD,MIT,MIT 4.044 1,Design Studio: Interaction Intelligence,1
2021 Spring,GSD,MIT,MIT 4.215 1,Sensing Place: Photography as Inquiry,1
2021 Spring,GSD,MIT,MIT 4.236 1,Structuring Low-Income Housing Projects in Developing Countries,1
2021 Spring,GSD,MIT,MIT 4.368 1,Studio Seminar in Art and the Public Sphere,1
2021 Spring,GSD,MIT,MIT 4.373 1,"Advanced Projects in Art, Culture, and Technology",1
2021 Spring,GSD,MIT,MIT 4.421 1,Space-Conditioning Systems for Low-Carbon Buildings,8
2021 Spring,GSD,MIT,MIT 4.507 1,Introduction to Building Information Modeling in Architecture,1
2021 Spring,GSD,MIT,MIT 4.541 1,Introduction to Shape Grammars II,1
2021 Spring,GSD,MIT,MIT 4.608 1,"Seminar in the History of Art, Architecture, and Design",1
2021 Spring,GSD,MIT,MIT 4.640 1,Advanced Study in Critical Theory of Architecture,1
2021 Spring,GSD,MIT,MIT 4.S33 1,"Special Subject: Art, Culture, and Technology",3
2021 Spring,GSD,MIT,MIT 6.0001 1,Introduction to Computer Science Programming in Python,2
2021 Spring,GSD,MIT,MIT 6.0002 1,Introduction to Computational Thinking and Data Science,2
2021 Spring,GSD,MIT,MIT 6.006 1,Introduction to Algorithms,1
2021 Spring,GSD,MIT,MIT 6.036 1,Introduction to Machine Learning,3
2021 Spring,GSD,MIT,MIT 6.819 1,Advances in Computer Vision,1
2021 Spring,GSD,MIT,MIT 6.859 1,Interactive Data Visualization,6
2021 Spring,GSD,MIT,MIT 6.869 1,Advances in Computer Vision,1
2021 Spring,GSD,MIT,MIT 6.928 1,Leading Creative Teams,1
2021 Spring,GSD,MIT,MIT 6.S979 1,Special Subject in Electrical Engineering and Computer Science,1
2021 Spring,GSD,MIT,MIT CMS.839 1,Virtual Reality and Immersive Media Production,2
2021 Spring,GSD,MIT,MIT EC.789 1,D-Lab: Climate Change and Planetary Health,1
2021 Spring,GSD,MIT,MIT IDS.720 1,Tools for Analysis:  Design for Real Estate and Infrastructure Development,1
2021 Spring,GSD,MIT,MIT MAS.S61 1,Special Subject in Media Technology,1
2021 Spring,GSD,MIT,MIT MAS.S62 1,Special Subject in Media Technology,2
2021 Fall,GSD,FAS,AFRAMER  134X LEC,How Sweet is it to be Loved By You: Black Love and the Emotional Politics of Respect,1
2021 Fall,GSD,FAS,AFVS   14 1,Making Things [Breaking Things],2
2021 Fall,GSD,FAS,AFVS   54S,Animating Science,1
2021 Fall,GSD,FAS,AFVS  120,Thinking With Your Hand: Intermediate Painting,1
2021 Fall,GSD,FAS,AFVS  134S 1,"Nah; or, gestures of resistance: Performance, Technology, and Refusal",1
2021 Fall,GSD,FAS,AFVS  141BR 1,Making Mischief: A Studio Based Seminar,3
2021 Fall,GSD,FAS,AFVS  144M 1,Photography and Ecology,2
2021 Fall,GSD,FAS,AFVS  153AR,Experimental Animation: Intermediate Animation Course,3
2021 Fall,GSD,FAS,AFVS  154J,Observation and Intervention: Filmmaking as Inquiry,1
2021 Fall,GSD,FAS,AFVS  179,Political Cinema,1
2021 Fall,GSD,FAS,AFVS  189G 1,The Frankfurt School on Film and Mass Culture,1
2021 Fall,GSD,FAS,AFVS  196R,Directed Research: Studio Course,1
2021 Fall,GSD,FAS,AFVS  231,Studio Language,3
2021 Fall,GSD,FAS,AFVS  278P 1,"Art After Nature: Animal, Vegetable, Mineral, Process",2
2021 Fall,GSD,FAS,ANTHRO 1033,Archaeology of Inequality,1
2021 Fall,GSD,FAS,ANTHRO 1182,People of the Sun: The Archaeology of Ancient Mexico,1
2021 Fall,GSD,FAS,ANTHRO 1707,"Ethnic Studies, Anthropology, and the Transpacific Ethnography of Asian America",1
2021 Fall,GSD,FAS,ANTHRO 2643,Paperwork,2
2021 Fall,GSD,FAS,ANTHRO 2656,Introduction to Feminist Science Studies,2
2021 Fall,GSD,FAS,ANTHRO 2812,Space and Power,1
2021 Fall,GSD,FAS,APCOMP  215,Advanced Practical Data Science,1
2021 Fall,GSD,FAS,ASTRON  202A L01,Extragalactic Astronomy and Cosmology I,1
2021 Fall,GSD,FAS,BE  121,Cellular Engineering,1
2021 Fall,GSD,FAS,COMPLIT  274,Politics of Aesthetics: New Materialisms and Environmental Humanities,1
2021 Fall,GSD,FAS,COMPSCI   50,Introduction to Computer Science,13
2021 Fall,GSD,FAS,COMPSCI   61,Systems Programming and Machine Organization,1
2021 Fall,GSD,FAS,COMPSCI  109A,Data Science 1: Introduction to Data Science,11
2021 Fall,GSD,FAS,EMR  133,"Power, Knowledge, Identity: Critical Approaches to Race and Ethnicity",1
2021 Fall,GSD,FAS,EMR 1010,Topics in Latinx Studies: Latinx Literature and Visual Culture,1
2021 Fall,GSD,FAS,ENG-SCI  192,Materials Selection and Design,1
2021 Fall,GSD,FAS,ENG-SCI  291,Nano Micro Macro: Adaptive Material Laboratory,7
2021 Fall,GSD,FAS,ENGLISH  185E,The Essay: History and Practice,1
2021 Fall,GSD,FAS,ENGLISHCACF,Get Real: The Art of Community-Based Film,2
2021 Fall,GSD,FAS,ENGLISHCWP,Words & Photographs: Workshop,2
2021 Fall,GSD,FAS,FRENCH   10 005,Beginning French I: Cross-Cultural Encounters in French,1
2021 Fall,GSD,FAS,GENED 1038,Sleep,1
2021 Fall,GSD,FAS,GENED 1071,African Spirituality and the Challenges of Modern Times,1
2021 Fall,GSD,FAS,GENED 1091,Classical Chinese Ethical and Political Theory,1
2021 Fall,GSD,FAS,GENED 1094,"Confronting Climate Change: A Foundation in Science, Technology and Policy",6
2021 Fall,GSD,FAS,GENED 1111,Popular Culture and Modern China,1
2021 Fall,GSD,FAS,GENED 1136,Power and Civilization: China,1
2021 Fall,GSD,FAS,GOV 1008,Introduction to Geographic Information Systems,4
2021 Fall,GSD,FAS,GOV 1021,Spatial Models of Social Science,1
2021 Fall,GSD,FAS,GOV 1243,Politics and Power in Post-Soviet Russia,1
2021 Fall,GSD,FAS,GOV 1433,Tech Science: From Democracy to Technocracy and Back,1
2021 Fall,GSD,FAS,GOV 1982,"GOV 1982: Chinese Foreign Policy, 1949-2024",1
2021 Fall,GSD,FAS,GOV 2001,Quantitative Social Science Methods I,1
2021 Fall,GSD,FAS,GOV 2213,Comparative Politics of Post-Socialism,1
2021 Fall,GSD,FAS,GOV 2525,Political Geography,1
2021 Fall,GSD,FAS,HAA   18K,Introduction to the Arts of Japan,1
2021 Fall,GSD,FAS,HAA  177M,Modern Art and Its Colonial Matrix,1
2021 Fall,GSD,FAS,HAA  278P,"Art After Nature: Animal, Vegetable, Mineral, Process",1
2021 Fall,GSD,FAS,HAA  290P,Mestizo Modernities: Modern Architecture in the Americas,1
2021 Fall,GSD,FAS,HEB 1290,"Genes, Mind, and Culture",1
2021 Fall,GSD,FAS,HEB 1392,What Game Theory Reveals About Social Behavior,1
2021 Fall,GSD,FAS,HIST 1908 01,Racial Capitalism and the Black Radical Tradition,1
2021 Fall,GSD,FAS,HIST 2006 01,Readings in Native American and Indigenous Studies: Seminar,1
2021 Fall,GSD,FAS,HIST 2271 01,The Soviet Union: Proseminar,1
2021 Fall,GSD,FAS,HIST 2331 01,Smith and Hume: Philosophy and Political Economy: Seminar,2
2021 Fall,GSD,FAS,HIST 2636 01,Histories of Infrastructure: Seminar,3
2021 Fall,GSD,FAS,HIST-LIT   90EO,The Reinvention of New York City,1
2021 Fall,GSD,FAS,HISTSCI 1932,Digital Storytelling: Using Interactive Media to Share Research,1
2021 Fall,GSD,FAS,HISTSCI 2985,"Science, Power and Politics",2
2021 Fall,GSD,FAS,MUSIC   10A,Harvard-Radcliffe Orchestra,1
2021 Fall,GSD,FAS,MUSIC  264R,Composing with Max/MSP,2
2021 Fall,GSD,FAS,PHIL  138,Heideggers Being and Time,1
2021 Fall,GSD,FAS,PHIL  159A,Epistemic Injustice,1
2021 Fall,GSD,FAS,PHIL  187,Aesthetics,2
2021 Fall,GSD,FAS,PSY 1005,Health: A Positive Psychology Perspective,1
2021 Fall,GSD,FAS,PSY 2400,Cognitive Psychology and Emotional Disorders,1
2021 Fall,GSD,FAS,SOCIOL 1186,Refugees in Global Perspective,1
2021 Fall,GSD,FAS,TDM  147L,Choreography: Movement + Technology,1
2021 Fall,GSD,FAS,TDM  151,Foundations in Design: Scenography 1,1
2021 Fall,GSD,FAS,TDM  161,Live Art from Archival Sources,1
2021 Fall,GSD,FAS,TDM  167SC,"Nah; or, gestures of resistance: Performance, Technology, and Refusal",1
2021 Fall,GSD,FAS,WOMGEN 1421,Medical Management of the Female Body,1
2021 Fall,GSD,HBSM,HBSMBA 1265 00,Grand Challenges for Entrepreneurs,1
2021 Fall,GSD,HBSM,HBSMBA 1286 1,Strategy and Technology,1
2021 Fall,GSD,HBSM,HBSMBA 1286 2,Strategy and Technology,1
2021 Fall,GSD,HBSM,HBSMBA 1585 00,Social Entrepreneurship and Systems Change,1
2021 Fall,GSD,HBSM,HBSMBA 1684 1,Real Property,4
2021 Fall,GSD,HBSM,HBSMBA 1684 2,Real Property,1
2021 Fall,GSD,HBSM,HBSMBA 1952 00,Retailing,1
2021 Fall,GSD,HBSM,HBSMBA 1959 1,How to Price Anything: Strategies for Monetizing and Growing the Business,2
2021 Fall,GSD,HBSM,HBSMBA 1959 2,How to Price Anything: Strategies for Monetizing and Growing the Business,3
2021 Fall,GSD,HBSM,HBSMBA 6333 00,Field Course: Field X,2
2021 Fall,GSD,HBSM,HBSMBA 6701 00,Field Course: Product Management 101,1
2021 Fall,GSD,HBSM,HBSMBA 6932 00,Field Course: Entrepreneurial Marketing,2
2021 Fall,GSD,HDS,HDS 2065 01,"Ecofeminism, Religion, and Ethics: Reorienting Our Lives",1
2021 Fall,GSD,HDS,HDS 2067 01,Weather Reports Seminar: Conversations in a Climate of Uncertainty,1
2021 Fall,GSD,HDS,HDS 2220 01,Teresa of Avila,1
2021 Fall,GSD,HDS,HDS 3113 01,Magic Today: An Anthropological Perspective,1
2021 Fall,GSD,HDS,HDS 3171 01,Spiritual Cultivation in Islam Part I: The Classical Era,1
2021 Fall,GSD,HGSE,EDUA011B 01,Collaborative and Participatory Evaluation,1
2021 Fall,GSD,HGSE,EDUA310N 01,Coaching with Equity in Mind,1
2021 Fall,GSD,HGSE,EDUA310W 02,Leading Strategically: Building Skills for Effective Leadership,1
2021 Fall,GSD,HGSE,EDUH110L 01,Becoming an Expert Learner,7
2021 Fall,GSD,HGSE,EDUH503M 02,"Race, Ethnicity, and Culture: Contemporary Issues in Asian America",1
2021 Fall,GSD,HGSE,EDUS040 01,Introductory and Intermediate Statistics for Educational Research: Applied Linear Regression,1
2021 Fall,GSD,HGSE,EDUS300AY 01,The Arts in Education: Possible Futures 1,2
2021 Fall,GSD,HGSE,EDUT511J 01,Effectively Implementing Learning Technologies to Address Global and Local Challenges,1
2021 Fall,GSD,HGSE,EDUT550 01,Designing for Learning by Creating,1
2021 Fall,GSD,HKS,API  141,Finance,5
2021 Fall,GSD,HKS,API  148,Advanced Risk Management and Infrastructure Finance,2
2021 Fall,GSD,HKS,API  222 B,Machine Learning and Big Data Analytics,1
2021 Fall,GSD,HKS,BGP  235M,Private Capital for Public Purpose: Impact Investing and Its Siblings,1
2021 Fall,GSD,HKS,BGP  610,The Political Economy of Trade,1
2021 Fall,GSD,HKS,DEV  130,"Why Are So Many Countries Poor, Volatile, and Unequal?",3
2021 Fall,GSD,HKS,DEV  210,Public Finance in Theory and Practice,2
2021 Fall,GSD,HKS,DEV  320M,Scaling Up and Systems Change for Development Impact,1
2021 Fall,GSD,HKS,DPI  312,Sparking Social Change Through Arts and Culture,2
2021 Fall,GSD,HKS,DPI  325,Urban Politics Field Lab,1
2021 Fall,GSD,HKS,DPI  415,Comparative Politics,1
2021 Fall,GSD,HKS,DPI  640,Technology and the Public Interest: From Democracy to Technocracy and Back,1
2021 Fall,GSD,HKS,DPI  662,Digital Government,3
2021 Fall,GSD,HKS,DPI  678M,Product Management and Society: Building Technology in the Public Interest,7
2021 Fall,GSD,HKS,IGA  103,Global Governance,1
2021 Fall,GSD,HKS,IGA  237M,Future Issues in Cyber-Security Policy,1
2021 Fall,GSD,HKS,IGA  355M,"Migration, Refugees, and Human Rights",1
2021 Fall,GSD,HKS,IGA  505,Solving Tech's Public Dilemmas (Instructor: Ash Carter),1
2021 Fall,GSD,HKS,IGA  565M,Analytical Methods for Complex Adaptive Systems,3
2021 Fall,GSD,HKS,MLD  102 B,Getting Things Done: Management and Implementation for Development,1
2021 Fall,GSD,HKS,MLD  201 A,Exercising Leadership: The Politics of Change,1
2021 Fall,GSD,HKS,MLD  201 B,Exercising Leadership: The Politics of Change,2
2021 Fall,GSD,HKS,MLD  204,"Leadership from Inside Out: Self, Identity, and Freedom–with a Focus on Anti-Black Racism and Sexism",2
2021 Fall,GSD,HKS,MLD  210,Enhancing Your Personal Leadership Effectiveness,4
2021 Fall,GSD,HKS,MLD  224 A,Behavioral Science of Negotiations,2
2021 Fall,GSD,HKS,MLD  224 B,Behavioral Science of Negotiations,2
2021 Fall,GSD,HKS,MLD  304 A,Science of Behavior Change,5
2021 Fall,GSD,HKS,MLD  304 B,Science of Behavior Change,3
2021 Fall,GSD,HKS,MLD  322,The Art and Adventures of Public Leadership,1
2021 Fall,GSD,HKS,MLD  355,Public Narrative,4
2021 Fall,GSD,HKS,MLD  411M,Introduction to Budgeting and Financial Management,2
2021 Fall,GSD,HKS,MLD  427 A,Strategic Finance for Nonprofit Leaders,1
2021 Fall,GSD,HKS,MLD  601,Operations Management,4
2021 Fall,GSD,HKS,SUP  206,The Causes and Consequences of Inequality,1
2021 Fall,GSD,HKS,SUP  211,Institutional & Community-Based Strategies to Support Children & Strengthen Families,1
2021 Fall,GSD,HKS,SUP  680,Urban Economic Policy,1
2021 Fall,GSD,HKS,SUP  770,Race and the State: The Role of Public Policy in U.S. Racial Inequality,2
2021 Fall,GSD,HLS,HLS 2193 1FA0,Natural Resources Law,1
2021 Fall,GSD,HLS,HLS 2279 1FA0,Critical Race Theory,1
